0;1;2;3;4;5;6;7;8;9;10;
-70.0905;1161.04;-46.9827;-74.0113;-56.9798;-43.5247;-70.1684;-63.891;-65.5081;-52.7212;-39.9589;
-70.0905;1481.32;-64.8878;-72.5605;-61.6935;-50.8106;-70.1684;-60.9137;-74.1293;-62.7685;-49.0058;
-70.0905;1526.53;-69.5249;-72.2189;-60.4941;-53.7514;-70.1684;-63.8765;-77.6998;-65.7989;-53.1625;
-70.0905;-69.8801;-24.6217;1054.15;-41.6006;-41.1898;2382.38;-69.5645;-67.5168;-51.9422;-45.9385;
-70.0905;-69.8801;-16.6601;1494.5;-42.4993;-40.8027;3538.45;-69.8666;-57.826;-51.0105;-38.2603;
-70.0905;1318.91;-45.2497;-74.0534;-54.4023;-42.3828;-70.1684;-65.4901;-64.2174;-51.1552;-39.4853;
-70.0905;1800.58;-63.3697;-72.4912;-58.7754;-49.991;-70.1684;-62.678;-73.0131;-61.8832;-48.566;
-70.0905;307.191;-71.0191;-72.5146;-68.921;-54.0692;-70.1684;-65.8677;-77.9511;-65.9329;-52.995;
-70.0905;-69.8801;-25.2301;958.176;-41.5551;-41.2177;2162.82;-70.1846;-68.4179;-52.0125;-46.3193;
-70.0905;-69.8801;-16.7111;1301.9;-42.3209;-40.748;3099.15;-70.3388;-58.2407;-50.9471;-38.3583;
-70.0905;1090.46;-45.8526;-74.0916;-55.7545;-42.732;-70.1684;-66.8495;-64.7654;-51.6146;-39.6407;
-70.0905;1377.91;-64.3841;-72.5808;-61.3185;-50.4374;-70.1684;-64.9585;-73.7025;-62.3448;-48.7523;
-70.0905;232.061;-71.5763;-72.5051;-69.1747;-54.4075;-70.1684;-68.8905;-78.3585;-66.2188;-53.1008;
-69.456;-69.8801;-25.3308;728.325;-41.464;-41.2293;1662.44;-70.6389;-68.6627;-52.0406;-46.4266;
-70.0905;-69.8801;-16.7257;1033.6;-42.3521;-40.7412;2480.67;-70.0074;-58.384;-50.9393;-38.3838;
-70.0905;894.111;-46.8768;-74.0938;-57.824;-43.3728;-70.1684;-66.0107;-65.5328;-52.4785;-39.8894;
-70.0905;1310.73;-65.0719;-72.5827;-62.1963;-50.832;-70.1684;-63.9549;-74.2489;-62.7807;-48.9914;
-70.0905;208.185;-71.9513;-72.5068;-69.6992;-54.6727;-70.1684;-67.3403;-78.6517;-66.4325;-53.2061;
-68.9441;-69.8801;-25.4278;787.085;-41.4617;-41.2487;1787.42;-70.6389;-68.8959;-52.0763;-46.5202;
-70.0842;-69.8801;-16.7206;1154.19;-42.2212;-40.7214;2760.61;-70.6389;-58.4456;-50.9169;-38.4058;
-70.0905;1196.46;-46.1065;-74.0466;-55.6334;-42.9612;-70.1684;-65.9085;-64.8696;-51.943;-39.7302;
-70.0905;1521.11;-64.2793;-72.5495;-60.7543;-50.4591;-70.1684;-63.0397;-73.6608;-62.3849;-48.7998;
-70.0905;310.132;-71.473;-72.5033;-69.0312;-54.386;-70.1684;-66.0724;-78.3116;-66.2025;-53.1114;
-70.0905;-69.8801;-25.312;1012.12;-41.5797;-41.241;2276.65;-69.958;-68.6651;-52.0531;-46.4135;
-70.0905;-69.8801;-16.7399;1129.42;-42.4543;-40.7523;2699.9;-69.3991;-58.4626;-50.9536;-38.3814;
-70.0905;1102.65;-46.3191;-74.0667;-56.307;-43.0636;-70.1684;-65.8197;-65.1014;-52.073;-39.7681;
-70.0905;1195.04;-65.004;-72.6276;-63.0103;-50.75;-70.1684;-63.6872;-74.0822;-62.6672;-48.8781;
-70.0905;206.346;-72.0344;-72.5104;-69.8442;-54.6802;-70.1684;-67.0811;-78.6213;-66.4365;-53.1694;
-70.0905;-69.8801;-25.426;872.09;-41.5328;-41.2563;1970.74;-70.1873;-68.9013;-52.0851;-46.5192;
-70.0905;-69.8801;-16.7423;1174.96;-42.3737;-40.7363;2806.53;-69.7252;-58.5463;-50.9352;-38.4066;
-70.0905;958.729;-46.3752;-74.117;-56.9864;-43.0241;-70.1684;-66.2883;-65.2773;-52.0016;-39.7686;
-70.0905;1200.51;-65.0313;-72.6206;-62.8204;-50.7327;-70.1684;-64.4951;-74.1707;-62.652;-48.893;
-70.0905;197.134;-71.9934;-72.5073;-69.697;-54.6501;-70.1684;-68.2223;-78.6414;-66.4138;-53.1739;
-69.0089;-69.8801;-25.4322;698.791;-41.4613;-41.2444;1596.56;-70.6389;-68.8878;-52.0696;-46.5159;
-70.0905;-69.8801;-16.7243;1126.86;-42.2467;-40.7236;2697.4;-70.4907;-58.455;-50.9193;-38.4052;
-70.0905;965.162;-46.4818;-74.1014;-57.0396;-43.1205;-70.1684;-66.3672;-65.2735;-52.1361;-39.798;
-70.0905;1259.64;-64.9711;-72.6042;-62.4654;-50.7384;-70.1684;-64.1803;-74.1311;-62.6668;-48.9105;
-70.0905;193.003;-71.9633;-72.5097;-69.7788;-54.6455;-70.1684;-67.7242;-78.6177;-66.4091;-53.1772;
-69.2452;-69.8801;-25.4233;839.338;-41.4608;-41.2461;1900.68;-70.6389;-68.8748;-52.072;-46.5135;
-70.0905;-69.8801;-16.7279;1082.19;-42.2817;-40.7275;2593.62;-70.2902;-58.4669;-50.924;-38.4046;
-70.0905;1082.21;-46.4359;-74.055;-56.4102;-43.1568;-70.1684;-66.2889;-65.1334;-52.203;-39.8053;
-70.0905;1180.54;-65.0374;-72.6231;-62.9956;-50.7878;-70.1684;-64.1942;-74.0987;-62.7109;-48.9043;
-70.0905;190.174;-72.0438;-72.5101;-69.8596;-54.6987;-70.1684;-67.6925;-78.6281;-66.4514;-53.1791;
-70.0902;-69.8801;-25.4125;860.625;-41.4527;-41.2519;1946.32;-70.6389;-68.8695;-52.0813;-46.5202;
-70.0905;-69.8801;-16.7373;1160.54;-42.3634;-40.7358;2773.48;-69.8133;-58.5081;-50.934;-38.406;
-70.0905;956.066;-46.4364;-74.1171;-57.1161;-43.0636;-70.1684;-66.0189;-65.3113;-52.0544;-39.7824;
-70.0905;1132.88;-65.2221;-72.6402;-63.4586;-50.8147;-70.1684;-63.9613;-74.2641;-62.7316;-48.9141;
-70.0905;166.711;-72.1842;-72.5132;-70.1151;-54.7469;-70.1684;-67.4958;-78.7272;-66.4878;-53.1896;
-68.2015;-69.8801;-25.5079;675.015;-41.4716;-41.2503;1544.16;-70.6389;-68.9934;-52.0816;-46.5609;
-69.6407;-69.8801;-16.747;1211.22;-42.2134;-40.7159;2892.74;-70.6389;-58.5122;-50.9107;-38.4179;
-70.0905;1173.73;-45.9991;-74.0683;-55.64;-42.8545;-70.1684;-65.9522;-64.863;-51.7927;-39.7012;
-70.0905;1475.74;-64.3526;-72.5678;-61.1038;-50.4552;-70.1684;-62.9813;-73.7071;-62.3713;-48.7836;
-70.0905;184.657;-71.7218;-72.5227;-69.9915;-54.4732;-70.1684;-66.1854;-78.4064;-66.2639;-53.1129;
-70.0905;-69.8801;-25.3726;897.258;-41.4846;-41.2398;2027.06;-70.5262;-68.7546;-52.0582;-46.4655;
-69.9716;-69.8801;-16.7206;1366.51;-42.2366;-40.7277;3250.15;-70.6389;-58.3797;-50.924;-38.3929;
-70.0905;1084.18;-45.7039;-74.1039;-55.5897;-42.6071;-70.1684;-67.0958;-64.7263;-51.4448;-39.6107;
-70.0905;1442.85;-64.1922;-72.5666;-60.8168;-50.3296;-70.1684;-65.007;-73.6079;-62.231;-48.7153;
-70.0905;153.704;-71.5882;-72.5194;-69.7132;-54.3758;-70.1684;-68.9925;-78.334;-66.1856;-53.0827;
-68.6053;-69.8801;-25.3849;777.233;-41.4806;-41.2272;1768.12;-70.6389;-68.712;-52.0383;-46.443;
-70.0905;-69.8801;-16.7335;975.147;-42.3572;-40.7392;2345.75;-69.9442;-58.4183;-50.937;-38.3892;
-70.0905;1015.03;-46.9364;-74.0498;-57.4034;-43.4628;-70.1684;-65.2687;-65.4822;-52.6185;-39.9237;
-70.0905;1311.06;-65.124;-72.5907;-62.4805;-50.8836;-70.1684;-62.7016;-74.239;-62.8327;-49.006;
-70.0905;182.78;-72.0999;-72.5166;-70.2284;-54.7521;-70.1684;-65.6091;-78.6912;-66.4909;-53.2154;
-69.4636;-69.8801;-25.4567;968.591;-41.4602;-41.2574;2179.01;-70.6389;-68.9513;-52.0915;-46.551;
-70.0905;-69.8801;-16.732;1220.86;-42.2815;-40.7254;2913.55;-70.243;-58.511;-50.922;-38.4135;
-70.0905;1263.74;-45.9752;-74.0663;-55.5368;-42.838;-70.1684;-64.3457;-64.8627;-51.772;-39.6948;
-70.0905;1999.6;-63.5105;-72.4451;-58.29;-50.1253;-70.1684;-59.7182;-73.2729;-62.0601;-48.7331;
-70.0905;1893.18;-68.0346;-72.1252;-58.1803;-52.9581;-70.1684;-61.6031;-76.7719;-65.1272;-52.9888;
-70.0905;-69.8801;-24.3265;1060.62;-41.863;-41.1633;2403.91;-68.3443;-66.8163;-51.8727;-45.6359;
-70.0905;-69.8801;-16.6247;1765.8;-42.4651;-40.8301;4161.4;-70.5186;-57.4461;-51.0428;-38.1891;
-70.0905;1308.55;-44.7658;-74.0614;-54.0348;-42.0398;-70.1684;-65.5627;-63.9123;-50.6859;-39.3461;
-70.0905;2105.48;-62.7147;-72.4285;-57.1633;-49.6684;-70.1684;-60.779;-72.5815;-61.5402;-48.4252;
-70.0905;1361.55;-68.8618;-72.3059;-61.7831;-53.1416;-70.1684;-62.307;-76.9768;-65.2149;-52.8761;
-70.0905;-69.8801;-24.6425;1011.5;-41.9115;-41.1783;2290.84;-68.1664;-67.3508;-51.9072;-45.8277;
-70.0905;-69.8801;-16.6863;1555.62;-42.623;-40.8209;3676.61;-69.2187;-57.8508;-51.0333;-38.2399;
